,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
15490,Luxembourg,2000,male,25-34 years,7,34441,20.32,21263514833,51841,Generation X,Europe
15491,Luxembourg,2000,female,55-74 years,8,42411,18.86,21263514833,51841,Silent,Europe
15492,Luxembourg,2000,male,15-24 years,3,25108,11.95,21263514833,51841,Generation X,Europe
15493,Luxembourg,2000,female,75+ years,2,18093,11.05,21263514833,51841,G.I. Generation,Europe
15494,Luxembourg,2000,female,35-54 years,3,64046,4.68,21263514833,51841,Boomers,Europe
15495,Luxembourg,2000,female,15-24 years,1,24072,4.15,21263514833,51841,Generation X,Europe
15496,Luxembourg,2000,female,25-34 years,1,33595,2.98,21263514833,51841,Generation X,Europe
15499,Luxembourg,2001,male,75+ years,5,8307,60.19,21272418792,51391,Silent,Europe
15500,Luxembourg,2001,male,55-74 years,15,38220,39.25,21272418792,51391,Silent,Europe
15501,Luxembourg,2001,female,75+ years,5,17274,28.95,21272418792,51391,Silent,Europe
15502,Luxembourg,2001,male,35-54 years,19,68558,27.71,21272418792,51391,Boomers,Europe
15503,Luxembourg,2001,female,55-74 years,10,41330,24.2,21272418792,51391,Silent,Europe
15504,Luxembourg,2001,male,25-34 years,8,34180,23.41,21272418792,51391,Generation X,Europe
15505,Luxembourg,2001,female,25-34 years,7,34217,20.46,21272418792,51391,Generation X,Europe
15506,Luxembourg,2001,male,15-24 years,3,25762,11.65,21272418792,51391,Millenials,Europe
15507,Luxembourg,2001,female,15-24 years,1,24980,4,21272418792,51391,Millenials,Europe
15511,Luxembourg,2002,male,55-74 years,27,38724,69.72,23616328816,56484,Silent,Europe
15512,Luxembourg,2002,male,75+ years,6,8635,69.48,23616328816,56484,Silent,Europe
15513,Luxembourg,2002,male,25-34 years,8,33839,23.64,23616328816,56484,Generation X,Europe
15514,Luxembourg,2002,male,15-24 years,6,25897,23.17,23616328816,56484,Millenials,Europe
15515,Luxembourg,2002,male,35-54 years,16,69685,22.96,23616328816,56484,Boomers,Europe
15516,Luxembourg,2002,female,55-74 years,8,41566,19.25,23616328816,56484,Silent,Europe
15517,Luxembourg,2002,female,75+ years,3,17636,17.01,23616328816,56484,Silent,Europe
15518,Luxembourg,2002,female,35-54 years,10,67029,14.92,23616328816,56484,Boomers,Europe
15519,Luxembourg,2002,female,15-24 years,1,25089,3.99,23616328816,56484,Millenials,Europe
15523,Luxembourg,2003,male,75+ years,6,9133,65.7,29557325056,69768,Silent,Europe
15524,Luxembourg,2003,male,15-24 years,6,26415,22.71,29557325056,69768,Millenials,Europe
15525,Luxembourg,2003,male,55-74 years,8,39335,20.34,29557325056,69768,Silent,Europe
15526,Luxembourg,2003,male,35-54 years,14,70996,19.72,29557325056,69768,Boomers,Europe
15527,Luxembourg,2003,male,25-34 years,5,33450,14.95,29557325056,69768,Generation X,Europe
15528,Luxembourg,2003,female,35-54 years,4,68468,5.84,29557325056,69768,Boomers,Europe
15529,Luxembourg,2003,female,55-74 years,2,41982,4.76,29557325056,69768,Silent,Europe
15530,Luxembourg,2003,female,15-24 years,1,25512,3.92,29557325056,69768,Millenials,Europe
15531,Luxembourg,2003,male,5-14 years,1,29105,3.44,29557325056,69768,Millenials,Europe
15532,Luxembourg,2003,female,25-34 years,1,33475,2.99,29557325056,69768,Generation X,Europe
15535,Luxembourg,2004,male,75+ years,6,9641,62.23,34685281848,80639,Silent,Europe
15536,Luxembourg,2004,male,25-34 years,9,33259,27.06,34685281848,80639,Generation X,Europe
15537,Luxembourg,2004,male,35-54 years,19,72279,26.29,34685281848,80639,Boomers,Europe
15538,Luxembourg,2004,male,55-74 years,7,40050,17.48,34685281848,80639,Silent,Europe
15539,Luxembourg,2004,female,75+ years,3,18524,16.2,34685281848,80639,Silent,Europe
15540,Luxembourg,2004,male,15-24 years,4,27235,14.69,34685281848,80639,Millenials,Europe
15541,Luxembourg,2004,female,55-74 years,6,42429,14.14,34685281848,80639,Silent,Europe
15542,Luxembourg,2004,female,35-54 years,8,69884,11.45,34685281848,80639,Boomers,Europe
15547,Luxembourg,2005,male,75+ years,7,10242,68.35,37347394603,85397,Silent,Europe
15548,Luxembourg,2005,male,35-54 years,16,73579,21.75,37347394603,85397,Boomers,Europe
15549,Luxembourg,2005,male,15-24 years,6,27957,21.46,37347394603,85397,Millenials,Europe
15550,Luxembourg,2005,male,55-74 years,7,40759,17.17,37347394603,85397,Silent,Europe
15551,Luxembourg,2005,male,25-34 years,3,33273,9.02,37347394603,85397,Generation X,Europe
15552,Luxembourg,2005,female,35-54 years,6,71364,8.41,37347394603,85397,Boomers,Europe
15553,Luxembourg,2005,female,75+ years,1,19135,5.23,37347394603,85397,Silent,Europe
15554,Luxembourg,2005,female,55-74 years,2,42875,4.66,37347394603,85397,Silent,Europe
15555,Luxembourg,2005,female,25-34 years,1,33120,3.02,37347394603,85397,Generation X,Europe
15559,Luxembourg,2006,male,75+ years,8,10878,73.54,42414308117,95351,Silent,Europe
15560,Luxembourg,2006,male,35-54 years,22,75006,29.33,42414308117,95351,Boomers,Europe
15561,Luxembourg,2006,male,55-74 years,10,41414,24.15,42414308117,95351,Silent,Europe
15562,Luxembourg,2006,female,35-54 years,12,72885,16.46,42414308117,95351,Boomers,Europe
15563,Luxembourg,2006,male,15-24 years,4,28509,14.03,42414308117,95351,Millenials,Europe
15564,Luxembourg,2006,female,55-74 years,4,43289,9.24,42414308117,95351,Silent,Europe
15565,Luxembourg,2006,male,25-34 years,3,33484,8.96,42414308117,95351,Generation X,Europe
15566,Luxembourg,2006,female,75+ years,1,19651,5.09,42414308117,95351,Silent,Europe
15567,Luxembourg,2006,female,25-34 years,1,33421,2.99,42414308117,95351,Generation X,Europe
15571,Luxembourg,2007,male,55-74 years,14,42200,33.18,50888134410,112581,Silent,Europe
15572,Luxembourg,2007,male,35-54 years,25,76346,32.75,50888134410,112581,Boomers,Europe
15573,Luxembourg,2007,male,25-34 years,9,33901,26.55,50888134410,112581,Generation X,Europe
15574,Luxembourg,2007,male,75+ years,3,11340,26.46,50888134410,112581,Silent,Europe
15575,Luxembourg,2007,female,55-74 years,10,43834,22.81,50888134410,112581,Silent,Europe
15576,Luxembourg,2007,female,35-54 years,9,74214,12.13,50888134410,112581,Boomers,Europe
15577,Luxembourg,2007,female,75+ years,2,20040,9.98,50888134410,112581,Silent,Europe
15578,Luxembourg,2007,female,15-24 years,2,27674,7.23,50888134410,112581,Millenials,Europe
15579,Luxembourg,2007,male,15-24 years,2,28964,6.91,50888134410,112581,Millenials,Europe
15580,Luxembourg,2007,female,25-34 years,2,33942,5.89,50888134410,112581,Generation X,Europe
15583,Luxembourg,2008,male,75+ years,5,11706,42.71,55849686539,121315,Silent,Europe
15584,Luxembourg,2008,male,35-54 years,20,77730,25.73,55849686539,121315,Boomers,Europe
15585,Luxembourg,2008,male,55-74 years,6,43218,13.88,55849686539,121315,Silent,Europe
15586,Luxembourg,2008,male,25-34 years,4,34724,11.52,55849686539,121315,Generation X,Europe
15587,Luxembourg,2008,female,55-74 years,3,44697,6.71,55849686539,121315,Silent,Europe
15588,Luxembourg,2008,female,75+ years,1,20350,4.91,55849686539,121315,Silent,Europe
15589,Luxembourg,2008,female,35-54 years,3,75463,3.98,55849686539,121315,Boomers,Europe
15590,Luxembourg,2008,female,25-34 years,1,34796,2.87,55849686539,121315,Generation X,Europe
15595,Luxembourg,2009,male,75+ years,3,12114,24.76,51370543206,109483,Silent,Europe
15596,Luxembourg,2009,male,55-74 years,10,44418,22.51,51370543206,109483,Silent,Europe
15597,Luxembourg,2009,male,35-54 years,16,79077,20.23,51370543206,109483,Boomers,Europe
15598,Luxembourg,2009,male,25-34 years,6,35713,16.8,51370543206,109483,Generation X,Europe
15599,Luxembourg,2009,female,35-54 years,7,76687,9.13,51370543206,109483,Boomers,Europe
15600,Luxembourg,2009,female,55-74 years,3,45716,6.56,51370543206,109483,Silent,Europe
15601,Luxembourg,2009,female,75+ years,1,20687,4.83,51370543206,109483,Silent,Europe
15602,Luxembourg,2009,male,15-24 years,1,30148,3.32,51370543206,109483,Millenials,Europe
15603,Luxembourg,2009,female,25-34 years,1,35557,2.81,51370543206,109483,Generation X,Europe
15607,Luxembourg,2010,male,75+ years,7,12469,56.14,53212476812,111328,Silent,Europe
15608,Luxembourg,2010,male,35-54 years,24,80477,29.82,53212476812,111328,Generation X,Europe
15609,Luxembourg,2010,male,55-74 years,5,45726,10.93,53212476812,111328,Silent,Europe
15610,Luxembourg,2010,male,15-24 years,3,30768,9.75,53212476812,111328,Millenials,Europe
15611,Luxembourg,2010,male,25-34 years,3,36519,8.21,53212476812,111328,Generation X,Europe
15612,Luxembourg,2010,female,35-54 years,5,77946,6.41,53212476812,111328,Generation X,Europe
15613,Luxembourg,2010,female,55-74 years,3,46835,6.41,53212476812,111328,Silent,Europe
15614,Luxembourg,2010,female,25-34 years,2,36069,5.54,53212476812,111328,Generation X,Europe
15615,Luxembourg,2010,female,75+ years,1,21038,4.75,53212476812,111328,Silent,Europe
15616,Luxembourg,2010,male,5-14 years,1,31209,3.2,53212476812,111328,Generation Z,Europe
15619,Luxembourg,2011,male,75+ years,4,12991,30.79,60004630234,122729,Silent,Europe
15620,Luxembourg,2011,male,35-54 years,20,82530,24.23,60004630234,122729,Generation X,Europe
15621,Luxembourg,2011,female,75+ years,5,21428,23.33,60004630234,122729,Silent,Europe
15622,Luxembourg,2011,male,55-74 years,7,47058,14.88,60004630234,122729,Boomers,Europe
15623,Luxembourg,2011,male,25-34 years,4,37499,10.67,60004630234,122729,Millenials,Europe
15624,Luxembourg,2011,female,15-24 years,3,30482,9.84,60004630234,122729,Millenials,Europe
15625,Luxembourg,2011,female,35-54 years,6,79200,7.58,60004630234,122729,Generation X,Europe
15626,Luxembourg,2011,male,15-24 years,2,31906,6.27,60004630234,122729,Millenials,Europe
15627,Luxembourg,2011,female,55-74 years,3,48023,6.25,60004630234,122729,Boomers,Europe
15628,Luxembourg,2011,female,25-34 years,1,37231,2.69,60004630234,122729,Millenials,Europe
15631,Luxembourg,2012,male,75+ years,7,13581,51.54,56677961787,113120,Silent,Europe
15632,Luxembourg,2012,male,55-74 years,10,48506,20.62,56677961787,113120,Boomers,Europe
15633,Luxembourg,2012,male,35-54 years,13,84570,15.37,56677961787,113120,Generation X,Europe
15634,Luxembourg,2012,male,15-24 years,5,33062,15.12,56677961787,113120,Millenials,Europe
15635,Luxembourg,2012,male,25-34 years,4,38866,10.29,56677961787,113120,Millenials,Europe
15636,Luxembourg,2012,female,75+ years,2,21770,9.19,56677961787,113120,Silent,Europe
15637,Luxembourg,2012,female,35-54 years,5,80598,6.2,56677961787,113120,Generation X,Europe
15638,Luxembourg,2012,female,55-74 years,3,49311,6.08,56677961787,113120,Boomers,Europe
15639,Luxembourg,2012,female,15-24 years,1,31459,3.18,56677961787,113120,Millenials,Europe
15640,Luxembourg,2012,female,25-34 years,1,38629,2.59,56677961787,113120,Millenials,Europe
15643,Luxembourg,2013,male,75+ years,3,14046,21.36,61739352212,120423,Silent,Europe
15644,Luxembourg,2013,male,55-74 years,9,50291,17.9,61739352212,120423,Boomers,Europe
15645,Luxembourg,2013,female,55-74 years,8,50752,15.76,61739352212,120423,Boomers,Europe
15646,Luxembourg,2013,male,35-54 years,10,86356,11.58,61739352212,120423,Generation X,Europe
15647,Luxembourg,2013,female,75+ years,2,22111,9.05,61739352212,120423,Silent,Europe
15648,Luxembourg,2013,male,15-24 years,2,33718,5.93,61739352212,120423,Millenials,Europe
15649,Luxembourg,2013,female,25-34 years,2,39688,5.04,61739352212,120423,Millenials,Europe
15650,Luxembourg,2013,female,35-54 years,4,82301,4.86,61739352212,120423,Generation X,Europe
15655,Luxembourg,2014,male,55-74 years,18,52295,34.42,66327344189,126352,Boomers,Europe
15656,Luxembourg,2014,male,75+ years,4,14546,27.5,66327344189,126352,Silent,Europe
15657,Luxembourg,2014,male,35-54 years,20,88218,22.67,66327344189,126352,Generation X,Europe
15658,Luxembourg,2014,male,25-34 years,7,41442,16.89,66327344189,126352,Millenials,Europe
15659,Luxembourg,2014,female,75+ years,3,22669,13.23,66327344189,126352,Silent,Europe
15660,Luxembourg,2014,female,55-74 years,5,52260,9.57,66327344189,126352,Boomers,Europe
15661,Luxembourg,2014,female,15-24 years,2,32510,6.15,66327344189,126352,Millenials,Europe
15662,Luxembourg,2014,male,15-24 years,2,34219,5.84,66327344189,126352,Millenials,Europe
15663,Luxembourg,2014,female,25-34 years,2,40862,4.89,66327344189,126352,Millenials,Europe
15664,Luxembourg,2014,female,35-54 years,3,84147,3.57,66327344189,126352,Generation X,Europe
15665,Luxembourg,2014,male,5-14 years,1,31718,3.15,66327344189,126352,Generation Z,Europe
15667,Luxembourg,2015,male,55-74 years,16,54325,29.45,57784495265,107456,Boomers,Europe
15668,Luxembourg,2015,male,75+ years,4,15011,26.65,57784495265,107456,Silent,Europe
15669,Luxembourg,2015,male,35-54 years,17,90095,18.87,57784495265,107456,Generation X,Europe
15670,Luxembourg,2015,female,55-74 years,9,53878,16.7,57784495265,107456,Boomers,Europe
15671,Luxembourg,2015,male,15-24 years,4,34757,11.51,57784495265,107456,Millenials,Europe
15672,Luxembourg,2015,male,25-34 years,4,42930,9.32,57784495265,107456,Millenials,Europe
15673,Luxembourg,2015,female,75+ years,2,23189,8.62,57784495265,107456,Silent,Europe
15674,Luxembourg,2015,female,35-54 years,6,85928,6.98,57784495265,107456,Generation X,Europe
15675,Luxembourg,2015,female,5-14 years,1,30367,3.29,57784495265,107456,Generation Z,Europe
15676,Luxembourg,2015,female,15-24 years,1,33170,3.01,57784495265,107456,Millenials,Europe
15679,Macau,1994,male,75+ years,2,3622,55.22,6265844252,18081,G.I. Generation,Asia
15680,Macau,1994,female,75+ years,3,6106,49.13,6265844252,18081,G.I. Generation,Asia
15681,Macau,1994,female,55-74 years,3,20340,14.75,6265844252,18081,Silent,Asia
15682,Macau,1994,male,55-74 years,2,17269,11.58,6265844252,18081,Silent,Asia
15683,Macau,1994,male,35-54 years,6,55677,10.78,6265844252,18081,Boomers,Asia
15684,Macau,1994,male,25-34 years,3,34319,8.74,6265844252,18081,Boomers,Asia
15685,Macau,1994,male,15-24 years,2,23147,8.64,6265844252,18081,Generation X,Asia
15686,Macau,1994,female,35-54 years,4,48296,8.28,6265844252,18081,Boomers,Asia
15687,Macau,1994,female,25-34 years,2,43286,4.62,6265844252,18081,Boomers,Asia
15703,Maldives,2001,female,75+ years,1,976,102.46,870179739,3406,Silent,Asia
15704,Maldives,2001,male,25-34 years,1,19879,5.03,870179739,3406,Generation X,Asia
15705,Maldives,2001,male,15-24 years,1,33293,3,870179739,3406,Millenials,Asia
15715,Maldives,2002,male,35-54 years,1,24087,4.15,897031250,3401,Boomers,Asia
15716,Maldives,2002,female,15-24 years,1,33844,2.95,897031250,3401,Millenials,Asia
15717,Maldives,2002,male,15-24 years,1,36435,2.74,897031250,3401,Millenials,Asia
15727,Maldives,2003,male,35-54 years,3,25926,11.57,1052121055,3867,Boomers,Asia
15728,Maldives,2003,female,35-54 years,1,25331,3.95,1052121055,3867,Boomers,Asia
15739,Maldives,2004,female,35-54 years,1,26744,3.74,1226829563,4373,Boomers,Asia
15751,Maldives,2005,male,5-14 years,1,36354,2.75,1163362438,4026,Millenials,Asia
15763,Maldives,2007,male,25-34 years,2,33612,5.95,1868383461,6115,Generation X,Asia
15764,Maldives,2007,female,25-34 years,1,26539,3.77,1868383461,6115,Generation X,Asia
15765,Maldives,2007,female,15-24 years,1,39138,2.56,1868383461,6115,Millenials,Asia
15766,Maldives,2007,male,15-24 years,1,48015,2.08,1868383461,6115,Millenials,Asia
15787,Maldives,2010,male,15-24 years,1,50279,1.99,2588176055,7806,Millenials,Asia
15799,Maldives,2011,male,5-14 years,1,30136,3.32,2774351760,8135,Generation Z,Asia
15800,Maldives,2011,male,25-34 years,1,48207,2.07,2774351760,8135,Millenials,Asia
15811,Malta,1985,male,55-74 years,1,21600,4.63,1117835286,3639,G.I. Generation,Europe
15812,Malta,1985,male,15-24 years,1,24200,4.13,1117835286,3639,Generation X,Europe
15823,Malta,1986,female,25-34 years,1,27700,3.61,1435079200,4544,Boomers,Europe
15835,Malta,1987,male,75+ years,1,5300,18.87,1751247763,5517,G.I. Generation,Europe
15847,Malta,1988,male,25-34 years,3,28700,10.45,2019474244,6295,Boomers,Europe
15848,Malta,1988,male,15-24 years,2,25400,7.87,2019474244,6295,Generation X,Europe
15849,Malta,1988,male,35-54 years,3,44900,6.68,2019474244,6295,Silent,Europe
15850,Malta,1988,female,25-34 years,1,27700,3.61,2019474244,6295,Boomers,Europe
15859,Malta,1989,male,15-24 years,5,25300,19.76,2118574772,6539,Generation X,Europe
15860,Malta,1989,male,75+ years,1,5600,17.86,2118574772,6539,G.I. Generation,Europe
15861,Malta,1989,male,55-74 years,4,24600,16.26,2118574772,6539,G.I. Generation,Europe
15862,Malta,1989,male,25-34 years,4,28800,13.89,2118574772,6539,Boomers,Europe
15863,Malta,1989,male,35-54 years,4,46100,8.68,2118574772,6539,Silent,Europe
15864,Malta,1989,female,25-34 years,2,27600,7.25,2118574772,6539,Boomers,Europe
15865,Malta,1989,female,35-54 years,3,47900,6.26,2118574772,6539,Silent,Europe
15871,Malta,1990,male,35-54 years,4,47400,8.44,2547163582,7780,Silent,Europe
15872,Malta,1990,male,15-24 years,2,25600,7.81,2547163582,7780,Generation X,Europe
15873,Malta,1990,male,55-74 years,1,25000,4,2547163582,7780,G.I. Generation,Europe
15874,Malta,1990,male,25-34 years,1,28600,3.5,2547163582,7780,Boomers,Europe
15883,Malta,1991,male,15-24 years,3,26100,11.49,2750041434,8313,Generation X,Europe
15884,Malta,1991,male,25-34 years,3,28100,10.68,2750041434,8313,Boomers,Europe
15885,Malta,1991,male,35-54 years,3,48700,6.16,2750041434,8313,Boomers,Europe
15886,Malta,1991,female,35-54 years,1,49800,2.01,2750041434,8313,Boomers,Europe
15895,Malta,1992,male,75+ years,2,5500,36.36,3021910217,9040,G.I. Generation,Europe
15896,Malta,1992,male,25-34 years,4,27700,14.44,3021910217,9040,Boomers,Europe
15897,Malta,1992,male,55-74 years,3,26200,11.45,3021910217,9040,Silent,Europe
15898,Malta,1992,female,55-74 years,3,31600,9.49,3021910217,9040,Silent,Europe
15899,Malta,1992,male,15-24 years,2,26700,7.49,3021910217,9040,Generation X,Europe
15900,Malta,1992,female,35-54 years,3,50800,5.91,3021910217,9040,Boomers,Europe
15901,Malta,1992,male,35-54 years,1,50100,2,3021910217,9040,Boomers,Europe
15907,Malta,1993,male,25-34 years,4,27200,14.71,2709178327,8022,Boomers,Europe
15908,Malta,1993,female,35-54 years,4,51700,7.74,2709178327,8022,Boomers,Europe
15909,Malta,1993,male,55-74 years,2,26700,7.49,2709178327,8022,Silent,Europe
15910,Malta,1993,female,55-74 years,2,32300,6.19,2709178327,8022,Silent,Europe
15911,Malta,1993,male,35-54 years,2,51300,3.9,2709178327,8022,Boomers,Europe
